Site_A,Site_B,Fst,significant,Region_A,Spawn_A,Species_A,Author_A,Year_A,Lat_A,Lon_A,Taxon_A,Study_A,Region_B,Spawn_B,Species_B,Author_B,Year_B,Lat_B,Lon_B,Taxon_B,Study_B,study,same_region,region_pair,marker_category,marker_resolution
vo11sl63,vo11ss12,0.119,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl63,vo11ss13,0.098,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl63,vo11sl51,0.114,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl63,vo11sl52,0.061,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl63,vo11sl53,0.067,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl64,vo11sl65,0.03,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl64,vo11ss11,0.356,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl64,vo11ss12,0.444,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl64,vo11ss13,0.401,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl64,vo11sl51,0.334,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl64,vo11sl52,0.334,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl64,vo11sl53,0.361,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl65,vo11ss11,0.31,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl65,vo11ss12,0.404,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl65,vo11ss13,0.357,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl65,vo11sl51,0.289,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl65,vo11sl52,0.296,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl65,vo11sl53,0.323,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11ss11,vo11ss12,0.034,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11ss11,vo11ss13,0.013,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11ss11,vo11sl51,0.063,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11ss11,vo11sl52,0.008,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11ss11,vo11sl53,0.016,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11ss12,vo11ss13,0.007,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11ss12,vo11sl51,0.178,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11ss12,vo11sl52,0.056,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11ss12,vo11sl53,0.063,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11ss13,vo11sl51,0.129,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11ss13,vo11sl52,0.025,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11ss13,vo11sl53,0.027,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl51,vo11sl52,0.056,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl51,vo11sl53,0.074,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl52,vo11sl53,0,n,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
